,ynn,ynn_timeseries,red,sparsity,closest
0,0.19999999999999996,0.8,120,295,1221
1,0.6,0.8,168,301,1224
2,0.19999999999999996,0.8,105,318,1224
3,0.19999999999999996,0.8,234,593,1223
4,0.19999999999999996,0.8,137,390,1224
5,0.6,0.8,16,43,1224
6,0.6,0.8,18,44,1224
7,0.3999999999999999,0.8,52,119,1224
8,0.3999999999999999,0.8,15,21,1224
9,0.6,0.8,238,462,1224
10,0.19999999999999996,0.8,76,307,1224
11,0.19999999999999996,0.8,188,637,1224
12,0.19999999999999996,0.8,54,93,1224
13,0.19999999999999996,0.8,39,187,1224
14,0.19999999999999996,0.8,82,192,1224
15,0.3999999999999999,0.8,142,275,1224
16,0.3999999999999999,0.8,83,475,1224
17,0.19999999999999996,0.8,143,464,1224
18,0.19999999999999996,0.8,128,292,1220
19,0.19999999999999996,0.8,191,514,1224
